Date,MSFT,AAPL,NVDA,AMZN,META,AVGO,GOOGL,GOOG,TSLA,COST,AMD,NFLX,PEP,ADBE,LIN,CSCO,TMUS,QCOM,INTC,INTU,CMCSA,AMAT,TXN,AMGN,ISRG,HON,MU,LRCX,BKNG,VRTX,REGN,SBUX,ADP,ADI,MDLZ,KLAC,GILD,PANW,SNPS,ASML,CDNS,PDD,MELI,MAR,CRWD,CSX,ABNB,PYPL,CTAS,ORLY,PCAR,NXPI,MNST,MRVL,ROP,CEG,WDAY,CPRT,ADSK,DXCM,FTNT,DASH,ROST,MCHP,LULU,ODFL,AEP,KHC,FAST,IDXX,PAYX,KDP,GEHC,CHTR,MRNA,CSGP,AZN,TTD,DDOG,EXC,EA,FANG,CTSH,CDW,BKR,VRSK,BIIB,ON,TEAM,ANSS,XEL,ZS,GFS,DLTR,MDB,TTWO,ILMN,WBD,WBA,SIRI
2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,0.002819343493211779,0.006454030972694147,0.011022194947095887,0.027007748989816838,0.02067471077015859,-0.007329707871295388,0.004190426863244223,0.006806679327300946,0.037335010469022656,0.01729874146654642,-0.031897375553150975,0.038793933836442696,0.007764593092421501,0.00452120459858163,0.01589333187959041,0.00645039933338154,0.009314298623311235,0.015819241815147933,0.010937128669334939,0.034614558451159905,0.005407743942796195,0.011572730035783518,0.012136331692996993,0.01808608138525858,0.018355249204549562,0.00471126996930038,0.010668990757582542,0.02299367784483941,-0.018751952346884426,0.0059552378162543995,0.010693531090678166,0.002860084538680363,0.006871841329857409,0.008891898456165226,0.005165451023136258,0.004815832267076381,0.02121786296939132,0.018486406463432692,0.01322981004515289,0.005333247278920039,0.018669941664606116,-0.07625528112269886,0.0679572823667236,-0.006094305147629653,0.07629442655965724,0.019376540715599022,0.011557001937449796,0.039288413316376,0.015033551846708404,0.0006563678655808758,-0.0004429500766561789,0.0076996436483023345,0.014120952240130213,0.007255840566366523,0.018788911242005435,-0.015066617199148591,0.03442212946338197,0.01843720601575538,0.034963295337332,0.03981067266653082,0.01996369793838526,0.061767915335807944,0.009524882652323097,0.008963186206626172,0.00819403457878587,-0.0019171154263718515,-0.0013673845990875844,0.001857741355023368,0.020904022573301928,0.013264431038041202,0.008590924677694067,0.009076352399827625,,0.009683521008806872,-0.006495076166458058,0.0507307327346016,0.027598436244993252,0.08456312672340527,0.04159104485430709,0.00023025176212421172,0.01114698884814258,0.06566909026315426,0.009810534144391037,0.017358765118653308,0.03952445634614832,0.0357161707410385,0.007458313295878094,0.010813470380662382,-0.002954109472908084,-0.004149004532388201,0.00649815087714356,0.03767571413683357,0.02348422254072302,0.020055253912648174,0.08321210151270675,0.004839043303930479,0.03570117404839768,0.0027300973670256745,0.002110562935136562,0.00644121765013117
2022-03-18,0.017647826819102264,0.020918943546848645,0.0681175598309518,0.025512151358369817,0.041618597515806766,0.012842833480772198,0.017083951212098825,0.016352124398804735,0.03876779427650434,0.015485080950889296,0.01584740446214039,0.024771169515946267,0.011494910007846526,0.020186338816278404,0.007402167569787954,-0.003560565333127652,-0.01372622477670038,0.007590156698366712,0.006576185348001751,0.01291819549802109,0.00925129753465348,0.023865397116356046,0.009133214947405932,0.0016535206844705552,0.025304728169767143,0.014536594859537733,-0.013785308336231927,0.03480773496975087,0.011646708342234247,-0.0036799926757812296,0.0010361805421452708,0.022130900421696742,0.0035994964428376353,0.021690219486021567,-0.01220494830003993,0.035279779241087494,0.003716172350855418,0.022794953337169188,0.04657130153134914,0.03938237383749987,0.03619871854840473,0.0820421546829262,0.03171210658910306,-0.0002920056654623915,0.01925240083170232,0.0002755409487793514,0.05998093789396952,0.058933601686302906,0.013646220013513455,-0.016169547049905142,-0.017724586972498346,0.013964240063354172,0.029509422516811323,0.027661692373507796,0.014199743284537769,-0.03883120791835071,0.03527413065919971,0.012852719738672969,0.007795932921597082,0.029292055692011765,0.05433637113027823,0.11655744619089226,0.012146217955777416,0.024794521240813605,0.030331555224761164,0.017101397343539215,-0.009163711019693377,-0.0034437369037148002,0.012775630907139623,0.02916009473539516,0.019980911330610196,0.00026460678392448145,,-0.0005713097479369544,0.06341375560018703,0.04252597729587304,-0.006910611581006587,0.05197972337760204,0.0582255604314601,-0.004603009422960547,0.008787334010540215,-0.018150641215597063,0.01258555273353501,0.016892441843869843,0.008862246350709757,0.028802933281830034,0.015828949367160172,0.019256122711707402,0.05211868007364395,0.028970064526201433,-0.01305589774115179,0.03668018812851592,0.06772347196741402,0.013150217378474549,0.06892574156905074,0.012440643961541431,0.023206927686712397,0.021392499571940782,-0.002527357477710601,0.012799987792968759
2022-03-21,-0.004227237774633297,0.008537682593916074,0.010622604512005474,0.0014945523217748669,-0.023095754414204972,-0.01494077016829487,-0.00017632313248527876,-0.0023610709723345114,0.017417963888751054,-0.010367767956144691,0.02168164202646561,-0.015790881947569946,-0.0014128370110243482,0.0005735551878909284,-0.0030802523384390046,0.0005359796076933598,-0.00951406731851856,0.010390225259116592,-0.0012645178572447957,-0.027861702655367027,-0.0051162157162112365,-0.006955767690185799,0.0019988928270477935,0.00029632729828033,-0.023542749016339015,-0.008730469071409619,-0.013348509496342809,-0.014284718506951788,-0.011398276249826034,0.004737404316311311,0.010584030293881552,-0.03058033382177916,-0.010061035155555897,0.0047109469980888274,-0.002276042813667667,-0.02402407699475284,0.004039072464869786,0.0003119349055635823,-0.012256038468971053,0.004486199892161036,-0.010511727955385575,-0.061267532608946795,-0.026730713430648034,-0.00724344573561464,-0.018888747101299397,0.015147320745217963,-0.03113770627689938,-0.03468885437093272,-0.022654063578275818,-0.0065364356840629245,0.0005638799587459609,-0.00992622222370243,-0.01972945042985519,-0.00869203323519474,-0.01252826868599144,0.004284899130013953,-0.003119908647711722,-0.023057901812695403,-0.004313165287306964,-0.016472581254480145,-0.017001613589416542,-0.0017709240356502676,-0.024215172955010855,-0.009315580439571147,-0.02748238303841577,-0.025921351094942535,0.006590865829631198,0.0,-0.0019008227472241401,-0.005290703463733171,-0.011472732105548444,-0.0007935094658667596,,-0.020006214311714232,-0.019840093546537374,-0.010427853315791547,0.003953819418154536,-0.026885605867748574,-0.038556499238369124,0.009479765258083361,-0.005701625179467151,0.06413091008202598,-0.0035979265881235234,-0.0033447020767994884,0.026353082489340096,0.009988483366242473,-0.008438460487221855,0.0,-0.021782693273241782,-0.02495295685728338,0.007704590380042342,-0.008306793802455692,-0.05613437909764474,-0.01406115340602443,-0.019090695772407074,-0.0009909090395904263,0.0025714792583446666,-0.004188903632627472,0.0004223069574729177,-0.006319109373639331
2022-03-22,0.016379174476875313,0.0208005946295855,-0.007855188644730227,0.02103830044237709,0.024398261238340657,0.016714146577157862,0.027674160170447992,0.027835856647647095,0.07905243778179138,0.007002238237606484,-0.00983436342008015,0.022237692333699766,0.010949795804809037,0.028351630267350325,0.004602486706142717,0.003035681588309247,-0.002222741736791045,0.012982867279424326,0.021101498478145908,0.0203429587017685,0.011784938361617314,0.009537994101374903,0.01047323129409583,0.0006347067190066724,0.011155053924478908,0.010413399970703008,0.009827750956693082,0.018440607764014016,0.01877036091391293,0.006473309404361416,-0.000807844126849977,0.011858148423431247,0.012610021879091882,0.0033491843117126052,0.0032589337855690736,0.013332210666539446,0.005363722689283534,0.035031214693231005,0.03471096607442625,0.008537021451010318,0.019083969836130033,0.188547056373096,0.05306626766496092,0.0036481929220946174,0.0633419505535413,-0.0021704240295704613,0.028677375167688757,0.028085487813764187,0.0043445240482111736,0.0022320880013249056,0.004959385857826959,-0.0144874000651809,0.02911396268047861,0.009475295964081587,0.0025719668214763125,0.03900849494773517,0.005394488462975522,0.008791387546104312,0.02015255052686582,0.009492972915566389,0.035481548995387024,0.03874884766577913,0.006698151009066455,-0.002350794121629751,0.022094599739221454,0.009787688167789632,0.0059140093373666325,0.008771978745990783,-0.00017310113960777862,0.023851432525892058,0.006237117190050601,0.001323532381510173,,0.015713016431388116,0.06465957362395969,0.03812179034570029,0.0028355435802425166,0.011798102245054176,0.0607249503632048,-0.0006870998488712754,0.018875460279266454,-0.01808692229755382,0.018929897893505743,-0.003579615267528924,0.008834889123120915,0.003946303458358891,0.019873316855424816,0.004036815739836275,0.03537862818981252,0.021696510170217564,-0.0015868524356005276,0.05220501108137943,0.019456271684345383,0.011228640674931567,0.03910368505421724,0.007075731099010163,0.009221937196055574,0.027533507885519004,0.0010552814675681699,0.01907788335243965
2022-03-23,-0.01502995251237571,0.008233617636201895,-0.033554494888271,-0.008981816492546923,-0.014724150807691072,-0.01956361672271756,-0.011385726702194288,-0.012646376799613113,0.005161136057840299,-0.009652789574686182,-0.007492599925926102,-0.02201510210421609,-0.005233057256392781,-0.09336481331512425,-0.015474376107023624,-0.030087211710883244,-0.006842235608615521,-0.030074268604835863,-0.0024798291671488393,-0.03056784405446089,-0.014824242796345866,-0.029967505806235195,-0.017932570128923575,-0.009684139777140555,-0.03924029513536342,-0.013792762437794814,-0.043857445655271166,-0.02884267182965705,-0.01916926814578812,-0.014888041636114346,-0.033812721543671986,-0.019001003305752717,-0.01226708474182825,-0.03416887016342374,-0.01283093908466848,-0.034069157229474234,-0.018839631156040926,0.011080973414812734,-0.026997105794051457,-0.03394605397438355,-0.018164817213133566,0.039343631277275914,-0.0021562504489467393,-0.01711914933663583,0.01114898275207099,-0.010603572664280914,-0.013698622601856392,-0.027318241670241217,0.02122136472745706,0.001819505094614371,-0.013795419141476195,-0.02215714334012986,-0.03997539825344121,-0.034183173240384,-0.0039667063251771495,-0.0029330800346470953,-0.03018634159914113,-0.0196278554297753,-0.043016741284439886,-0.03313893434540682,-0.01307988223620038,0.027775247981039364,-0.02116058502343532,-0.03429771917156299,-0.014633480523841058,-0.025486221491719085,0.007979025052288424,0.008695599729201753,-0.011774897059320888,-0.029685450099182442,-0.01624166139183869,-0.025376760579003066,,-0.025528109831423063,-0.04279137446941139,-0.002537664940533646,0.010367575384764072,-0.016383772846517486,-0.014867080698416357,0.00160439360785114,-0.025717196182905355,0.038514692763435,-0.023195914931270267,-0.020319928381759778,0.028735610584354365,-0.016575894393422774,-0.006163488825353225,-0.02878740602673091,-0.030484760329010374,-0.034531716395666434,0.0013004474566644664,0.004260103686751782,-0.0512994187388387,-0.009891532111961587,-0.0022672522243266657,-0.018976948696941,-0.02972588035192636,-0.009304056278069406,-0.014547725538042844,-0.0015600237570543296
2022-03-24,0.01539288797442917,0.02267787120671727,0.09815090903311519,0.0014779010051912955,0.028623631678892147,0.04512994689947569,0.02384015136576023,0.020277482616711584,0.014823128420135223,0.0073823430131152445,0.05802318044764032,0.003257767236821474,0.00605582040027719,0.021849186297729917,0.03494962960814951,0.0003671156008024923,0.006889374330984133,0.03656709475521658,0.06940125217219228,0.00908027570049752,0.006018890295392154,0.05455789277768841,0.02864644198324373,0.011486901210773004,0.02136618497244447,0.012217979350416908,0.03384001992013186,0.04751498320639458,0.047338807840895836,0.01438758713246191,0.015749737790140994,0.010438430910887142,0.020604927661986405,0.036571618364586556,0.0011516896385339592,0.04920713194019344,0.004927798182609466,0.029998056148878627,0.028820613850413013,0.0378441644074472,0.030707623098872094,-0.09028345670867,0.019786375686013047,0.025827628921527124,0.017860389307696067,0.007969247606248508,0.04063107955744316,0.012211090337952646,0.02259931082618194,0.017420981088812182,0.011600141889561044,0.0407974597884897,0.00653420226643342,0.0699158619688307,-0.0012336626557163388,0.027848560937486333,0.0187938042536695,0.01417471453619279,0.027539340285132052,0.042465151440026716,0.044426392059429665,0.004722764848894778,0.007577449536025904,0.05300262762689001,0.02358087909929396,0.006291941183281802,0.004478703214334301,0.009143215777939195,0.004906234112390662,0.00807748593359725,0.01882278403293891,0.010577689203868479,,-0.0011964194393472294,0.005315263083709665,0.009278700230674453,0.02643030093762544,0.026410596523862795,0.039401831304732626,0.017620147467289904,0.007461491573571122,0.0038558823199050796,0.0025286209240173996,0.007505858979866886,0.018621994149985666,0.002841375458810802,0.016172118445825,0.052823356079600314,0.016309046546344685,0.01478314423382776,0.008369324330721684,0.01032645622117645,0.08745905554425915,0.010957217363253502,0.03826105965381754,0.007362825625533809,0.009594099785355859,0.018782869430382654,0.005990559889643032,0.015624984866008385
2022-03-25,-0.001381168757988771,0.003734094727035453,-0.0162699345373557,0.006868294014676479,0.010247301202106485,0.0038950919814420004,0.000713403217891484,0.0014825575964987348,-0.003234937980317265,-0.004300162050307144,-0.007135158210084369,-0.004950587937145423,0.004681730812585494,-0.001203358896706308,0.0022009233764508362,0.008623875609231613,-0.011138527318682812,-0.003092297566595903,0.004068246871663739,-0.013487100731142565,0.007051321291333679,-0.01103974904196292,0.003745655270991577,0.008105704430801497,0.020599149073295075,0.015922701761018843,-0.0014064775813735775,-0.0025169239736870797,-0.006215791694238693,0.008939213457609618,0.00039722773827644,0.003787812112679312,0.00963353937446354,0.004061579423353612,0.011010714879927663,0.00150315059430417,-0.0038890690667910954,0.00038568810193417846,-0.02042632370792885,-0.004605081207413209,-0.020231920047406482,-0.015576256556139811,-0.056703106235652445,-0.0026746800006139937,-0.006490586337769,0.006543016951274794,-0.02113212299746814,-0.019732881131472424,0.007090479364886937,0.004455608306722425,0.00022482912504040442,-0.003244688670956175,0.001782069679215903,0.008270073111236176,0.00955677327526594,0.026521644603993977,-0.013016620840117121,-0.0032374923775335684,-0.004271314945197613,0.026857930738997116,-0.008876719289817037,-0.08347838237439809,-0.0022118663159946816,-0.006694086521930154,0.010700649960851738,-0.009189388128704068,0.004147593180821474,0.01708516254629,0.004010520715835408,-0.0027017930255541778,0.007593618806320368,0.008588393020311669,,-0.0018951540168655745,-0.07658056026117943,0.0017792869638721953,-0.013480754845538234,-0.04312872093315079,-0.035280271592599055,0.02338648689638223,0.013936449822832486,0.023185920866146015,0.0035091532652369306,0.0017629524854974044,0.01123009388598395,-0.0011525426759170232,-0.009576983891557922,0.003617482472672462,-0.033726628575981965,-0.006399505689022034,0.011734397925782902,-0.02319855005583804,0.03568618705249138,-0.002805243380837763,-0.03402005023922039,0.02657807308970095,-0.003876946857868102,0.008480808817070473,0.002126722100118217,0.00923076042762161
2022-03-28,0.023116503228926222,0.005036657947940837,0.01903072641243808,0.025592678900108856,0.00797939299986039,0.006376532187511552,-0.0015352168227193985,0.0030277895271173527,0.0803450783611821,0.017095246845246548,0.004763096043667758,0.012464901928660232,0.0029653244861169714,0.042606957176403615,0.012235754952476308,0.003092562582685421,0.01770051437796183,0.0030385245542186023,-0.006174097978320914,0.04604330818647728,0.008487114409429841,0.004377689436767529,0.004218490021874022,0.007035503923136455,0.02816612830680687,-0.0034379528735689613,0.022535239060390788,0.004487924374579899,0.01285188488845157,0.006969892867617178,0.019660889286038596,0.010634652231334085,0.007350258672846222,0.009841149405125593,0.0008127314156129994,0.024315040941890853,0.004583270386403493,0.004579107838872165,0.042237625242307564,0.01086771400354447,0.02285321686290276,-0.012884346471418118,0.05044033879057941,0.00023316980606691295,0.0007659300350653098,0.016522227535337608,0.0025714189250227726,0.02118491550157331,0.024000732445489392,-0.02389956481557809,0.003709136120896517,-0.005460508811617859,0.016772550775222106,-0.0008068466555359866,0.013738085723831173,0.05539032684936429,0.02578856518160766,-0.0003168891267018026,0.015414369198968325,0.02933651852662611,0.017431606762285723,0.08680785744300001,0.01485254178408435,0.00375833686326299,0.0331319164399595,0.0069160595442905315,0.007951304229445233,0.0025451379941703323,0.015283036218025181,0.0011318452486452912,0.009012418171176595,0.011176108261874651,,0.012521029828573171,0.04315334945229932,0.012285403508708548,0.0038384770542405633,0.0525592452529311,0.017093501962838875,0.011206375632608179,0.005654992091064681,-0.039655981000822904,0.00032781967650064026,0.006585317640096289,-0.044421517729277826,0.017307721651517394,0.0033653668814050963,0.02366397569402401,0.06368532651103687,0.030520738707720874,0.007637919926964942,0.03304092180255114,-0.06384596857934377,0.015024555908861315,0.03664664705366416,0.012944983818770295,0.015685313509350873,-0.06471665203203758,0.0014855623177201238,0.006097555213709249
2022-03-29,0.01515928957202517,0.019134399166084615,0.015486002620149097,0.00192027764251268,0.028042418601705643,0.013572819103209177,0.0074227425098387645,0.009158175975388039,0.007079858095940583,0.008439267370819126,0.024866978927858163,0.03516418909723251,0.014843460914048645,0.03626580843199556,0.011467832635343678,0.009611874957625943,0.01533714004882114,0.01653525040352255,0.014366175549989313,0.010114433614073937,0.005259836028207454,0.027458947252209764,0.028705310433534414,0.004449586476475531,0.023902313955560084,0.0021814858426756345,0.027423020594397274,0.020850146539791448,0.041768717184644144,0.008837829480825343,0.007254064154337492,0.032247184793903205,0.019487891097677235,0.01745783967980441,0.02420012483112055,0.02392428486140341,0.022811734828650065,-0.013978465889560532,0.025934156659714436,0.020594961654835098,0.021542438442192946,0.014426404729351194,0.025580303752967604,0.0394031817546292,0.0040068404880833075,0.003996843345533296,0.04694309968681476,0.04312647168113459,0.019539787643106044,0.02326128034699937,0.018477018200206974,0.028085774340858016,0.031992068175250354,0.02489579012644816,0.009253366846276645,-0.007925272242278791,0.008311832349870318,0.03629449039103805,0.035235115402515005,0.04082166923168096,0.026437847186969288,0.07969940332307712,0.04357804280860389,0.030083949940137078,0.036741221551197745,0.01335739346860243,0.011064458808538902,-0.0005077547111851377,0.00889497888996349,0.022648982903843207,0.0204820494503688,0.00763160304019328,,0.012525461459254705,0.0436792089127267,0.017546380449651178,0.00871825816411187,0.0644506093880648,0.04057581058546145,0.02107781858006219,0.006170013951472431,-0.014001430443724927,0.012999808056637141,0.020585467291923232,-0.008918968406883443,0.015122858487427226,0.015447866523074838,0.03123087760346377,0.030862416609412247,0.029051508094586564,0.00828192005863615,0.025469730609543495,0.009878155784387,-0.0009447839611629316,0.035564954725711306,0.013226883860822714,0.029589777367101666,0.02619234082456079,0.013350309100425894,0.0030303001841676114
